,comment,score
10,"꾸준히 잘 이용하고 있습니다! 다만 주로 데스크탑 옆에 두고 사용하게 되는데, 가로모드 화면으로 전환되면 보기에 더 편할 것 같습니다. 데스크탑 모드도 있긴 하지만 앱을 이용하는 편이 더 깔끔하고, 폰을 보지 않는게 목적이다 보니 잘 사용은 하지 않게 되네요. 추후 업데이트 되었으면 좋겠습니다!",5
11,"앱 너무잘 쓰고 있습니다! 다 좋은데 개선됐으면 하는 점이 몇가지 있네요. 1. 안드로이드 앱도 시간순으로 나무 정렬해서 볼수있게 해주세요! 아이폰만 그 기능 있어서 넘 아쉬워요. 2. 초집중모드로 해도 앱 종료버튼 누르면 다른 앱 모두 사용이 가능합니다.. 폰 사용 안하고 싶은데, 이렇게 요령을 아는 순간 폰 사용 절제가 안됩니다 초집중 모드사용시 화이트리스트에 설정 안된 다른 앱 쓰려면 나무 죽이고 사용하기 버튼을 따로 만들어주세요! 슬립타운 앱은 업뎃 후로 진짜 폰 못만지게 바꼈던데.. 포레스트어플도 이 부분은 반드시 개선이 필요합니다! 3. 함께심기모드에서 방장이 방 만들면 심고나서도 방 유지되게 해주세요. 그룹으로 하는데 매번 방 새로 만들기 힘드네요. 그안에서 휴식도 같이하면 최고 일듯! 4. 신상 나무 많이좀 만들어주세요. 공부하면서 이 앱의 유일한 재미가 여러나무 보유해서 조합 맞춰서 심는건데 나무업뎃이 느려서 재미가 떨어져요. 공부도 재미있게 하면 더 좋잖아요.",5
12,"저는 핸드폰 중독이 심해서 찾아보다가 핸드폰을 쉴 때마다 나무를 자라게 한다는 참신한 발상에 앱을 깔았는데, 생각보다 많이 안 쓰게 됩니다. 첫번째로, 초집중 모드를 프리미엄 이용자만 쓰게한다는 것. 저는 통제력이 약해서 강제로 앱 사용을 하지 못하게 해야됩니다. 근데, 무료로 초집중 모드를 쓰지 못하니 어쩔 수 없이 핸드폰 사용으로 이어집니다. 두번째로, 나무의 종류가 많이 없습니다. 집중한 시간에 따라 새로운 나무를 주는 취지는 좋지만, 한계가 있으며 결국은 프리미엄으로 유도됩니다. 저는 달마다 다양한 식물로 나만의 정원을 만들고 싶었지만, 계속 비슷하고 반복되는 패턴으로 점점 지루해집니다. 그래도, 장점도 꽤나 보였습니다. 바로 '실제 나무심기'로 이어진다는 것. 정말 좋은 취지라고 생각하고 접근하기도 좋아서 꽤 많은 분들이 이용합니다. 그리고 광고유도나 광고자체도 많이 없어서 이용할 때 굉장히 편리해요.",3
13,"좋은 의도와 좋은 내용으로 만들어진 좋은 어플입니다. 프리미엄을 결제해서 사용하고있는데 동기화도 되고 좋습니다. 하지만 아직 많으 오류들과 버그들이 있습니다. 예를 들면 '성과'라는 칸을 들어가기에 누르면 무한로딩이나 오류코드가 나옵니다. 또한 앱에 오류가 생겨 삭제했다가 재설치 했을 때 로그인 무한로딩이나 오류, 동기화 오류가 발생하였고 기록만있고 나무들이 모두 없어져서 다시 재설치하는 문제까지 발생하였습니다. 앞으로도 더 발전 가능한 앱이기에 기대를 걸어봅니다! 언제나 힘내세요😁",4
14,"정말정말 잘 쓰고 있습니다. 다만 타이머가 휴식 이후 별다른 조작 없이 바로 시작될 수 있다면 더 좋을 것같습니다. 라벨을 지정하는 과정 때문에 그렇게 된 것 같지만, 조금 번거로운 것 같습니다. 차라리 시작과 함께 태그/라벨을 지정하고, 사용중에는 자동타이머로 작동하여 훌륭한 뽀모도로 타이머로 사용할 수 있으면 어떨까 합니다.",5
15,"소리알람이 동작하지않습니다. 다 자라면 푸쉬알람만 오는데, 이러면 계속 휴대폰을 보고있어야하니 별 의미가 없지않나요? 제가 뭔가 설정을 잘못한건지 테스트해보려고 제일 짧은 10분으로 여러번 심어가며 반복하기도 너무 지루해요. 알람모드의 기본과 일반도 무슨 차이인지 글자만 봐선 모르겠고, 나무를 심지 않아도 설정에서 알람이 어떻게 오는지 테스트해볼수있으면 좋겠습니다. 테스트가 안되니 무음이 아니라 기본이나 일반으로 설정했다가, 조용해야하는 공간에서 이어폰을 꼈으니 이어폰으로 알람이 올 줄 알았는데 휴대폰에서 소리가 날까봐 무서워서 못쓰겠습니다.",2
16,"좋아요! 다만 몇가지 제안하자면, 카테고리 추가 뿐만 아니라 삭제 기능도 있었으면 좋겠어요 실수로 다른 카테고리와 똑같은 색으로 만들었는데 삭제가 안되니 결국 다른색으로 다시 만들었어요 이런 부분이 추가된다면 더 좋을 것 같아요 그리고 타이머가 종료됐는데도 배경음은 멈추지 않고 계속 재생돼요 앱을 종료해도 그대로고 설정에서 강제종료를 해야만 정지하더라고요 이런 오류도 고쳐주셨으면 좋겠어요:)",5
17,프리미엄으로 사서 잘 사용하고 있었는데 성과를 눌렀는데 계속 로딩만 돼서 지웠다가 다시 깔았는데 어제랑 그저께 심어둔 나무들이 다 사라지고 계속 로딩이 길어지더라고요. 화이트 리스트 기능을 어떻게 사용해야되는지 설명해주셨으면 좋겠어요! 이런 부분들을 고치면 더 나은 앱으로 한 걸음 더 나아갈 수 있다 생각합니다.,3
18,"안녕하세요 앱 정말 잘 사용하고 있습니다! 앱의 발전을 위해 추가되었으면 좋겠다는 점은 1. 뽀모도로 공부법을 사용할 수 있는 모드가 따로 있었으면 좋겠습니다. 2. 만약 1이 가능하지 않다면, 집중이 끝나고 누를수 있는 휴식 버튼도 알람이 있었으면 좋겠습니다. 3. 현재 앱에서는 10분이 집중할 수 있는 최소단위인데, 최소단위를 5분으로 내려주셨으면 합니다. 4. 현재 앱에서 카테고리를 정할 수 있는데, 그 카테고리 별로 얼마나 사용했는지 볼 수 있는 기능이 나왔으면 좋겠습니다. 항상 잘쓰고 있습니다! 감사합니다!",4
19,프리미엄 결제 후 사용하고 있습니다. 적당히 수집욕을 자극하고 실제 나무 심기 프로젝트 등 유익한 컨텐츠가 많아서 좋습니다. 한 가지 아쉬운 점은 초집중 앱 권한 설정 하려고 했는데 ets 어플이 안 나타나서 못 한다는 것...? 이건 아마 좀 더 두드려보면 해결되겠죠. 아무튼 배터리 많이 닳게 한다는 그 어플 말고 이 어플을 저는 더 사용할 것 같습니다!,5
20,포레스트를 사용하라는 알림 기능이 있으면 좋겠어요. 아직 익숙해지지 않아서 포레스트 안틀어놓고 집중할 때도 많고 앱에 들어가야지만 집중하려고 하니까 나무 오늘 한 그루도 안 심었어요! 같은 재촉하는 알림 같은거요! (폰에게 진 한 학생의 바람..) 그리고 2시간이 최대인 것도 조금 아쉬워요. 30분당 나무 하나가 완성되는거면 2시간에 4그루 자기가 선택할 수 있으면 좋겠습니다.,5
21,포레스트 시간 설정 후에 다른앱 실행하면 강제로 포레스트 앱 화면으로 바꿔버립니다. 스마트폰으로 자료 찾다가 딴 짓 많이 하는 사람들에게 추천합니다. 계산기나 기타 학술앱 사용할려면 프리미엄 구매해서 화이트리스트앱 기능 사용하시면 편하고요 가격도 편의점 커피가격 밖에 안하니 부담 없어서 좋습니다.,5
22,"다른건 다 좋은데...최근에 소리를 켜놓고 앱을 작동해봤어요 근데 소리가 켜진 상태로 휴대폰이 꺼졌는데, 다시 휴대폰을 켜서 소리를 끌려고 했더니 소리가 꺼져있다고 나와요...! 소리는 분명히 계속 나오는데 소리는 꺼져있다고 나오고...소리를 끌 방법도 없어요 그냥 전원을 껏다가 다시 켜야되더라고요 이점만 개선되면 정말 좋을텐데...이것 빼고는 정말 좋은 앱인것같아요!!♡ 감사합니다~~! +) 초집중 모드가 잘 작동이 안됩니다. 가끔씩 막아줄때는 있지만 대부분은 그냥 다른 앱들에 들어가져요. 다른 앱들도 들어갈수 있으니까 또 폰 절제가 안되더라고요. 차라리 막는것 대신 다른 앱에 들어가눈 순간 포기하시겠습니까? 하고 나무가 죽는게 나을것같아요.",4
23,"프리미엄으로 잘 사용하고 있습니다. ui가 깔끔합니다. 다만 최근 멋대로 측정 시간을 뻥튀기 시키는 오류가 있는 듯 합니다. 현재 시간 넘어서 까지 타임이 체크 됩니다. 이번 업데이트가 그것의 해결이었으면 좋겠습니다. 더하여, 타임 테이블 등의 리포트 기능의 강화와, 카테고리를 타임의 시작 전에 지정할 수 있었으면 좋겠습니다.",5
24,"아이디어와 실용성은 좋으나 기능적으로 부족한 점이 많습니다. 제일 아쉬운 건 프리미엄 버전으로 업그레이드 했는데도 핸드폰 사용 시간, 화면 킨 횟수를 이상하게 알려주어서 자기 역할을 잘 못하는 것입니다. 이 기능을 기대하고 프리미엄 버전을 구매한 건데 좀 실망스러웠습니다. 하지만 친환경적인 일을 할 수 있다는 점은 정말 칭찬하고 싶습니다. 마지막으로, 실제 기부한 나무가 정말로 심겨졌는지 확인할 수 있는 경로가 생겼으면 좋겠네요.",4
25,23/05/19 오랜만에 다시 접속했는데 추가해주셨던 일시정지 기능이 다시 사라진 것으로 보입니다.. 해당 기능이 어플의 특성을 흐린다면 일시정지 기능을 사용자가 활성화할 수 있게 업데이트 해주시면 어떨까요? 불가피하게 집중을 멈춰야할 상황까지 집계가 되는건 데이터의 신뢰성을 떨어뜨립니다.,2
26,"good 공부할때, 휴대폰 사용시간 조절할때 정말좋아요. 이 좁은 세상에서 벗어나 보지 못했던 사소한것들을 볼 수 있게 되었어요 :) 설정 페이지에 나만의 꽃 들어가면 성격테스트가 있는데, 위로의 말과 함께 자신의 성격의 맞는 꽃이 나와요! 유료결제해도 정말 후회하지 않는 별점의 높은 이유의 표본 앱",5
27,어플 허용리스트 설정해놓고 잠금하는 가능 가끔 잘 썼는데...휴대폰 왼쪽하단키 눌러서 어플닫는 기능 쓰니까 잠금이 풀린채로 멈춥니다. 다시 포레스트 어플을 실행해야 잠깁니다. 이걸 아는 이상 강제로 잠금하는 기능은 소용없게 되었는데 고쳐주세요. 어플닫기해도 잠금이 유지되게 해주세요.,4
28,너무 잘 쓰고 있습니다 ! 한가지 추가해주셨음 하는 건 일시중지 기능입니다. 잠깐 뭐 좀 하고 올때 계속 기록되는게 좀 불편합니다. 중지 하고 다시 하면 초기화되어서 번거럽구요 ㅠㅠ,5
29,정말 공부 집중할 때 도움이 많이 됩니다!! 학생으로서 열심이 사용하고 있어요!! 프리미엄도 있지만 그 것 결제 안하고도 유용하게 쓰입니다. 다만 한가지 아쉬운 점은 타이머를 잠시 정지할 수 있는 기능이 없다는 점 입니다... 하다가 어쩔 수 없이 다른 일을 하게 되었을 때 포기 버튼을 눌러야만 끝난다는 점에서 누르기 전에 엄청 고민하게 됩니다. 정지 기능만 추가 한다면 최고의 앱이 될 것 입니다!!,4
30,너무 잘 쓰고 있어요 덕분에 바닥이던 집중시간도 조금이나마 늘었습니다 ㅎㅎ 프리미엄의 경우 구매 가능한 나무도 많고 이벤트 나무도 가끔 나와 이에 대해선 만족스러운데 반면 테마색상을 변경하는 기능이 아예 없는게 아쉬워요 ㅠ 아무리 나무를 바꿔도 화면 대부분을 차지하는 배경색이나 숲의 색등을 바꾸지 못하니 약간 질리는 감이 있는 것 같아요. 배경이나 숲 색을 변경할 수 있는 기능을 나무처럼 구매할 수 있게 만들어도 성취욕을 높이고 목표 달성에 좋을 것 같아요 😄😃,5
31,"210426 요즘 오류가 잦습니다.. 시간도 제 시간에 울리지 않고, 폰의 화면을 켜야 알림이 뒤늦게 울립니다. 카테고리도 제 작동 안해요. 지정한 목록이 다른 목록으로 바뀌어 있어요. - 2003 이전 리뷰 오류에 대해 문제 남긴 것도 답변 해주시고, 하루 뒤 해결 되었습니다.👍 포레스트 사용할 때, 메모기능을 잘 쓰고 있어요. 그런데 최근에 글자가 검은색이 아닌 흰색으로 쓰여져서 어떻게 쓰여지고 있는지 보이지 않습니다. + 타임라인에서 글을 전체적으로 볼 수 있었으면 좋겠습니다. 수정하는 형식으로 봐야해서 너무 불안해요. 잘못하면 글이 날아가 버릴까봐요. Thank forest.",1
32,"최대 시간 두 시간이고, 잠금도 쉽게 풀려서 공부용으로 쓸 땐 아쉽지만 귀여워서 다시 찾게 되는 앱입니다. 지금은 방치형 숲 키우기 게임한다는 기분으로 사용해요ㅋㅋㅋ 귀엽고 덤으로 휴대폰 자주 안 보는 습관도 기를 수 있어서 좋습니다. 게임은 하고 싶은데 딱히 하고 싶은 것도 없고 게임하는 게 시간 아까운 분들한테 추천해요ㅋㅋㅋ",5
33,포레스트앱 받아서 잘쓰고 있습니다. 화이트리스트 기능을 사용하기위해 결제도 했습니다. 그런데 제가 포레스트앱을 켜놓고 공부할때 영어사전을 함께 사용해가면서 공부를 하는데 포레스트앱이 아니라 사전앱을 켜놓으면 일정 시간후에 핸드폰 화면이 자동으로 꺼지고 빗소리 등 음악도 꺼지더라구요. 포레스트앱을 켜놓고 화이트리스트앱에 등록된 앱을 사용할때는 화면이 자동으로 꺼지지 않는 기능을 추가 해주시면 감사하겠습니다,5
34,앱이 너무 좋아요! 다만 수정되면 좋을 것 같다고 생각되는 점은 앱 만의 알림음을 따로 설정해주시면 좋을 것 같습니다! 안드로이드 알림음과 똑같은 음으로 타이머 종료음이 들려서 타이머가 종료된 건지 다른 앱에서 알림이 온건지 혼동되고 잘 모르겠어서요 ㅠㅠ 이점 수정해주신다면 감사하겠습니다! ♡,5
35,"정말 잘 사용하고 있습니다. 특히 함께 하기 기능, 카카오톡 오픈채팅방 사람들과 함께 이용해서 만족도가 높습니다. 한 가지 제안 드릴 것이 있습니다. 타임라인이 피드 형식으로 되어있는데 한 눈에 보기 좋게 ""모눈종이에 색칠이 된 타임테이블 형식""이 되면 좋을 것 같습니다. 플래너에 보통 포함되어 있는 걸 말씀드립니다. 시간별로 어떤 것을 하면서 보냈는지 카테고리 색으로 색칠이 되어 있으면 하루를 돌아보기 좋을 것 같습니다.",5
36,"사용해보다가 좋아서 결제까지 했어요 ㅎㅎ 포기하려고 폰 키면 좋은 문구들이 보여서 더 열심히 하게 되어 마음에 들어요! 집중할 수 있게 음악도 들을 수 있고, 공부 시간도 체크 되니까 앱을 여러개 깔지 않아도 되니 저장공간 아낄 수 있어요 😍 무엇보다 나무를 기르는 재미를 느끼면서 공부하니까 스트레스가 별로 안 싸이네요.",5
37,"식물 키우는 즐거움으로 할 수 있는 좋은 어플이예요. 그러나 아쉬운 점 ①상황에 따라 필요한 어플을 설정할 수 없어 불편합니다. '디지털디톡스' 어플처럼 상황에 따라 화이트리스트 목록(일상, 공부, 독서, 기타 등)을 설정 할 수 있게 해주세요. ②화이트리스트 허용앱을 찾는 것이 불편합니다. 검색 기능이 있음 좋겠고, 허용앱으로 체크된 건 상단으로 올라가게 해주셨으면 좋겠어요.",5
38,매우 잘 쓰고 있습니다! 다만 한가지 기능이 추가되면 좋겠는 것이 있는데요 보통 잠들기 전 공부를 새벽 1-2시까지 하는 경우가 많습니다. 그런데 새벽에 한 공부 시간이 다음 날로 넘어가 버려서 그 날 공부한 시간을 정확하게 측정하기가 어렵습니다... 하루가 끝나는 시간을 새벽 1-3시 사이로도 설정할 수 있는 기능이 있다면 좋을 것 같습니다!,5
39,"옛날에는 최근 사용 앱 목록에서 지우면 게임도 가능해서 조금 실망이었는데 지금은 업데이트되면서 바뀌어서 좋아요... 근데 지금은 다른 게임 앱 들어가면 렉먹으면서 계속 나무를 죽여야 한다면서 창이 뜹니다... 그리고 유튜브 같은 앱은 차단되지도 않아요.. 조금 더 강제성있고, 렉없는 앱이 되면 좋겠습니다! 답변 감사합니다ㅎ Thank you~",2
40,"개발자에게 전해드립니다. 1. 중지기능이 있었으면 좋겠어요. 공부를 하다가 갑자기 급한 일(예를들어 필수적인 전화라던가, 볼일, 급하게 처리해야 할 일이 있는 경우)이 생길 경우 자라고 있는 나무를 죽이기엔 너무 아쉽습니다...:( 2. 추가소계시간이 더 많았으면 합니다. 2시간으로 설정하였지만 너무 몰입한 나머지 4시간을 했다면 4시간이 채워져야 맞다고 생각해요...ㅠ",4
41,"휴대폰 사용을 줄이는데 동기를 부여한다는 점, 소소한 재미와 힐링을 준다는 점에서 마음에 듭니다. 태블릿에서도 함께 사용하는데, 가로로 화면 전환이 되지 않는다는 부분이 아쉽습니다. 다음 업데이트 때 반영되면 좋겠습니다. 태블릿에서 가로 화면 전환 꼭 반영해주세요!!",4
42,"안녕하세요 프리미엄으로 결제해서 이용중입니다 다름이 아니라 오류가 있는것 같아요 앱허용을 잘 이용하고 있는데 꼭 새로 설치한 어플은 forest에서 나오지가 않아서 동기화도 하고 나갔다가 들어와도 나타나지가 않고, 그나마 설정에서 애플리케이션 들어가서 강제종료해야만 나타나네요ㅜㅠ 개선 할 수 있으면 좋을것 같아요 이런 현상이 2번째 입니다",5
43,정말 좋아서 프리미엄도 구매해서 사용하고있습니다. 그런데 2시간이 최대인게 아쉽고 시간을 늘리는 김에 중간에 1회 일시정지같은게 있으면 좋겠어요. 그리고 초집중모드에서 홈버튼으로 나가면 초집중모드가 안되는것도 조금 아쉽습니다 ㅜㅜ 그래도 잘 쓰고 있어요 조금만 더 개선되면 좋을 것 같네요.,5
44,"조금 불편해요. 일단 집중하는 어플 중에선 디자인도 좋고 예쁘지만, 프리미엄을 구매하고 화이트리스트 어플을 체크해놓고 어떻게 화이트리스트 어플을 사용하라는건지 설명도 제대로 되어있지 않아요. 보통 다른 어플들은 사용가능하게 해둔 어플을 볼 수 있게끔 한쪽에 사용가능한 어플란을 보는 버튼을 설치해두는데 이건 아에 나가서 그 어플을 사용하는 수 밖에 없어요. 화이트리스트 때문에 프리미엄 구매했는데 실망이에요.",2
45,딱히 기대 안했지만 핸드폰을 안하게 되는 것 같아요 이 앱을 사용하면서 가장 크게 느낀건 다른 핸드폰 사용 줄이는 어플들은 되게 강제적으로 설계되어 있고 정말 딱딱한데 이 어플은 거부감 들지 않고 내가 핸드폰을 사용하지 않는 동안 나무가 자란다는 참신한 아이디어로 아담해서 좋은 것 같네요 정말 중요한일을 해야 한다면 포기를 누르고 사용 할 수 있기 때문에 선택이여서 좋은 어플 같습니다^^,5
46,"장기간 휴대폰을 꺼놓거나, 사전같은 화이트리스트 앱을 사용하다 보면 포레스트가 꺼집니다. 또는 사용중인 앱 화면에 들어가서 포레스트를 꺼도 꺼집니다. 이게 왜 문제냐면 포레스트를 사용중인 상태에서도 이런식으로 포레스트가 꺼지면 유투브 인터넷 게임 등 모든 것이 가능해요",1
47,"너무 좋고 편리한 기능들이 많습니다. 그런데 프리미엄에서만 쓸 수 있는 기능들이 너무 비정상적으로 많은 것 같더군요... 물론 단점이라는 건 아니지만 개인적으로는 조금 아쉽습니다. 웬만한 기능들은 모두 프리미엄으로 되어 있어서 제대로 이용할 수가 없더라고요... 불편을 끼치는 것 까지는 아닙니다만, 가능하시다면 무료로 쓸 수 있는 기능도 추가해주십시오.",5
48,집중에 도움이 되고 좋습니다. 하지만 배경음악이 더 풍부했으면 좋겠어요. 장작 타는 소리같은 백색소음을 좋아해서 그런부류의 배경음악이 있으면 항상 사용할 것 같아요. 지금 버전에도 있는 '숲속의 이슬비'나 '깊은 밤의 숲' 같은 잔잔하면서도 힐링 되는 배경음악이 더 많아지면 좋겠어요!,5
49,공부할때 폰 때문에 걱정이 많았는데 친구가 알려줘 잘 사용하고 있어요 ㅎㅎ 공부도 집중해서 할 수 있고 좋아요 근데 저는 '숲속의 이슬비' 음악을 들으며 사용하고 있거든요! 그런데 제 폰 뿐만이 아니라 다른 친구들도 이 음악에서 지직지지직 거리더라구요 ㅜ 중간에 꽤 자주요.. ㅜ 그것만 고쳐주시면 완벽합니다 ! 유료로 하는게 많지만 그래도 아이폰은 아예 앱이 유료이기때문에 저는 만족합니당 ㅎㅎ 숲속의 이슬비만 좀 고쳐주시기일 ㅜㅜ,3
50,신박한 방치형 정원관리 앱 휴대폰을 쓸데없이 들여다보는 경우가 많아 설치했는데 꽤 괜찮네요! 개인적으로 나무 종류를 포인트를 모아 새로운 디자인의 나무 뽑거나 음을 다운받을 수 있어 심심치 않고 묘한 재미가 있습니다. 예쁜 디자인의 나무가 왕왕 생기면 좋을거 같아요,5
51,포레스트앱도 슬립타운처럼 숲을 배치하고 구성할 수 있는 자유도가 있으면 좋겠어요!! 방치해놓고 키우는 것도 나쁘진 않은데 좀 숲을 꾸민다는 느낌이 덜해서 아쉬워요. 나무를 2시간 키우면 자라다 만 나무들도 여러개 키워지는 것도 별로에요 완성된 나무만 키우고 싶은데 지저분해보여요. 그래도 디자인 예쁘고 깔끔하고 어플 기능은 단순하지만 직관적이라 핸드폰 중독 많이 고치게 돼서 좋습니다. 슬립타운 써보니 건물 배치하고 구성할 수 있는 자유도가 있는 편이길래 아쉬워서 리뷰 써봤어요,4
52,잘 사용하고 있어요. 다만 알림을 받도록 설정을 해두었고 포레스트앱에서도 알림받기로 설정을 했습니다. 또 핸드폰을 소리로켜두었는데 갑자기 나무가 다 심어 졌을 때 소리가 나지 않네요. 원래는 공부가 끝났을 때 소리가 나서 바로 알 수 있었는데 갑자기 소리가 나지 않아 조금 불편합니다,5
53,몇번 사용해보고 좋아서 바로 프리미엄?으로 업그레이드했어요 ㅎㅎ 열심히 해서 나무 지원 많이 보내려구요 다만 한번 집중시간이 최대 2시간인데... 2시간 지났는데 어플에 들어가서 다시 시작하는 걸 까먹어서요ㅜ 이 부분만 좀 더 수정이 되면 좋겠어요!! 최대 집중시간을 늘리고 잠시 시간을 멈출수있는 휴식기능 같은 걸로 생기면 더 좋을 것 같아욧...,4
54,"혹시 나무 기르는 화면에서 다른 화면으로 넘어가는것을 막을 수 있나요? 계속 화면을 강제로 유지해서 집중을 하고 싶은데, 홈 버튼을 누르는 방법 등으로 다른 화면으로 빠져나가면 의미가 없더라구요. 이런 강제 화면 유지 기능이 있으면 정말 좋을것 같은데 무슨 좋은 방법이 없을까요??",4
55,"유용한 앱이라 계속 사용하고 싶은데... 오늘부터 갑자기 '다른 앱 위에서 사용' 설정해둔 게 말썽 부리네요. 핸드폰 사용 제한 모드를 하지 않았는데도, 아까 사용 제한 모드 켜뒀을 때 핸드폰에 뜨던 그 forest 화면이 계속 떠서, 어쩔 수 없이 '다른 앱 위에서 사용' 모드를 해제해야만 했어요. 이런 오류는 처음이고, 이 오류가 해결되지 않는다면 더이상 앱을 쓸 수가 없어요.",3
56,정말 집중하는 시간이 즐거워지는 앱이네요. 아주 잘 쓰고 있습니다. 나무들 너무 예쁘고 귀여워서 심으면 기분이 좋아져요. 사운드도 집중하기 정말 좋고요. 배경화면 만들기도 좋았어요. 앞으로도 잘 쓸 것 같아요. 그런데 집중 시작했을때 배경을 좀 더 다양하게 설정할 수 있었으면 좋겠어요. 테마같은거 만들어 주시면 좋겠네요.,5
57,"유용하게 사용 중입니다 하루 시간을 12시에 끝내지 않고 본인이 원하는 시간으로 설정하는 기능이 있었으면 좋겠어요(새벽 2~3시) 음악을 여러개 구매했는데 시간이 종료되었는데도 계속 나오거나, 아예 소리가 나오지 않는 경우가 있어요 음악을 샀으나 사용을 못하네요......",3
